Day_of_Week,Age_of_Driver,Sex,Educational_Level,Vehicle_Driver,Driving_Experience,Speed_Limit,Weather,Road_Light_Conditions,Road_Surface_Conditions,Cause_of_Accident,Accident_Severity
Tuesday,41,Female,Primary,Motorcycle,16,80,Fog,Night,Ice,Distracted,Serious Injury
Monday,38,Female,Secondary,Taxi,18,40,Cloudy,Twilight,Snow,Distracted,Slight Injury
Sunday,68,Male,Secondary,Taxi,21,50,Fog,Night,Snow,Drunk Driving,Serious Injury
Thursday,56,Male,Illiterate,Bus,0,70,Rain,Night,Dry,Fatigue,Serious Injury
Thursday,58,Female,Illiterate,Automobile,29,50,Cloudy,Night,Dry,Drunk Driving,Slight Injury
Wednesday,56,Male,Illiterate,Lorry,26,60,Rain,Twilight,Ice,Weather,Slight Injury
Thursday,30,Female,Secondary,Automobile,11,40,Cloudy,Twilight,Ice,Mechanical Failure,Slight Injury
Friday,28,Female,Tertiary,Lorry,14,70,Rain,Twilight,Wet,Overspeed,Fatal Injury
Sunday,63,Male,Primary,Motorcycle,17,60,Cloudy,Daylight,Ice,Weather,Slight Injury
Saturday,36,Female,Secondary,Motorcycle,27,80,Fog,Night,Ice,Mechanical Failure,Serious Injury
Friday,28,Male,Tertiary,Taxi,29,100,Fog,Daylight,Ice,Weather,Serious Injury
Wednesday,30,Female,Secondary,Motorcycle,22,30,Fog,Twilight,Ice,Mechanical Failure,Slight Injury
Friday,63,Male,Primary,Taxi,13,60,Rain,Daylight,Wet,Overspeed,Serious Injury
Saturday,62,Female,Secondary,Automobile,29,50,Fog,Night,Ice,Mechanical Failure,Slight Injury
Tuesday,18,Female,Primary,Motorcycle,0,40,Rain,Night,Wet,Distracted,Serious Injury
Wednesday,57,Male,Secondary,Automobile,12,40,Cloudy,Twilight,Dry,Weather,Slight Injury
Tuesday,61,Female,Primary,Automobile,29,60,Rain,Twilight,Snow,Overspeed,Serious Injury
Monday,36,Female,Secondary,Motorcycle,14,80,Cloudy,Daylight,Dry,Mechanical Failure,Slight Injury
Tuesday,29,Male,Primary,Automobile,6,30,Clear,Twilight,Ice,Distracted,Slight Injury
Monday,25,Female,Illiterate,Motorcycle,14,50,Clear,Daylight,Snow,Distracted,Slight Injury
Monday,25,Male,Secondary,Motorcycle,19,60,Clear,Night,Ice,Fatigue,Slight Injury
Tuesday,62,Female,Secondary,Motorcycle,9,60,Rain,Night,Ice,Distracted,Slight Injury
Wednesday,29,Male,Tertiary,Lorry,13,100,Clear,Night,Dry,Drunk Driving,Serious Injury
Saturday,65,Female,Tertiary,Automobile,5,40,Clear,Night,Ice,Overspeed,Serious Injury
Friday,50,Female,Primary,Bus,13,50,Clear,Night,Dry,Overspeed,Slight Injury
Friday,62,Female,Secondary,Motorcycle,23,30,Cloudy,Daylight,Ice,Overspeed,Serious Injury
Saturday,43,Male,Primary,Automobile,24,40,Fog,Night,Wet,Mechanical Failure,Slight Injury
Sunday,56,Male,Illiterate,Taxi,21,60,Rain,Daylight,Snow,Weather,Slight Injury
Sunday,45,Male,Tertiary,Motorcycle,11,40,Clear,Night,Dry,Mechanical Failure,Slight Injury
Monday,22,Male,Primary,Motorcycle,10,40,Cloudy,Daylight,Dry,Drunk Driving,Serious Injury
Monday,25,Female,Primary,Bus,28,70,Fog,Daylight,Snow,Weather,Serious Injury
Wednesday,42,Female,Tertiary,Lorry,29,40,Fog,Daylight,Dry,Distracted,Slight Injury
Thursday,44,Male,Secondary,Lorry,24,80,Fog,Twilight,Snow,Mechanical Failure,Serious Injury
Tuesday,63,Male,Primary,Motorcycle,19,40,Cloudy,Daylight,Wet,Weather,Slight Injury
Monday,40,Male,Tertiary,Automobile,21,80,Clear,Daylight,Ice,Distracted,Serious Injury
Friday,47,Female,Secondary,Taxi,23,50,Fog,Night,Wet,Weather,Slight Injury
Wednesday,62,Male,Illiterate,Taxi,24,40,Cloudy,Daylight,Ice,Distracted,Slight Injury
Tuesday,64,Male,Tertiary,Automobile,18,30,Cloudy,Daylight,Snow,Weather,Slight Injury
Wednesday,40,Female,Primary,Motorcycle,1,80,Rain,Twilight,Wet,Mechanical Failure,Fatal Injury
Tuesday,66,Female,Illiterate,Taxi,21,80,Cloudy,Night,Ice,Mechanical Failure,Serious Injury
Tuesday,64,Male,Secondary,Lorry,19,60,Fog,Twilight,Snow,Drunk Driving,Serious Injury
Saturday,37,Female,Secondary,Automobile,0,50,Fog,Twilight,Ice,Fatigue,Serious Injury
Monday,35,Male,Tertiary,Bus,7,40,Cloudy,Twilight,Dry,Overspeed,Slight Injury
Wednesday,35,Female,Tertiary,Motorcycle,24,100,Fog,Daylight,Dry,Mechanical Failure,Serious Injury
Wednesday,19,Male,Tertiary,Automobile,13,30,Cloudy,Twilight,Snow,Mechanical Failure,Slight Injury
Saturday,21,Male,Secondary,Taxi,8,60,Fog,Twilight,Ice,Distracted,Serious Injury
Friday,47,Male,Illiterate,Motorcycle,1,50,Rain,Night,Dry,Fatigue,Serious Injury
Friday,50,Male,Secondary,Lorry,24,80,Clear,Night,Wet,Mechanical Failure,Serious Injury
Sunday,53,Female,Primary,Motorcycle,22,30,Rain,Night,Ice,Weather,Slight Injury
Monday,35,Female,Secondary,Motorcycle,4,40,Rain,Night,Ice,Fatigue,Slight Injury
Monday,54,Female,Primary,Lorry,22,100,Clear,Twilight,Dry,Overspeed,Serious Injury
Thursday,36,Female,Illiterate,Lorry,28,70,Fog,Night,Dry,Weather,Serious Injury
Saturday,64,Male,Tertiary,Motorcycle,24,70,Clear,Daylight,Snow,Distracted,Serious Injury
Friday,45,Male,Tertiary,Lorry,7,50,Cloudy,Twilight,Ice,Drunk Driving,Serious Injury
Tuesday,57,Female,Secondary,Automobile,15,100,Clear,Night,Wet,Weather,Serious Injury
Wednesday,37,Female,Tertiary,Lorry,21,30,Rain,Twilight,Dry,Overspeed,Serious Injury
Monday,66,Female,Illiterate,Lorry,15,60,Clear,Night,Ice,Weather,Slight Injury
Wednesday,50,Female,Tertiary,Motorcycle,12,30,Fog,Twilight,Dry,Fatigue,Slight Injury
Wednesday,29,Female,Secondary,Automobile,19,100,Rain,Night,Snow,Fatigue,Serious Injury
Thursday,68,Male,Illiterate,Bus,28,80,Cloudy,Daylight,Ice,Overspeed,Serious Injury
Friday,32,Male,Primary,Bus,14,70,Fog,Night,Ice,Fatigue,Serious Injury
Monday,58,Male,Secondary,Taxi,0,50,Rain,Twilight,Snow,Weather,Serious Injury
Wednesday,56,Female,Primary,Lorry,21,40,Cloudy,Twilight,Wet,Drunk Driving,Serious Injury
Monday,19,Female,Illiterate,Lorry,2,30,Fog,Daylight,Dry,Weather,Serious Injury
Tuesday,46,Female,Secondary,Automobile,5,70,Cloudy,Twilight,Snow,Drunk Driving,Serious Injury
Thursday,58,Female,Secondary,Bus,21,60,Clear,Daylight,Ice,Fatigue,Slight Injury
Tuesday,27,Male,Illiterate,Taxi,13,50,Clear,Twilight,Snow,Weather,Slight Injury
Monday,19,Male,Tertiary,Automobile,3,40,Cloudy,Twilight,Ice,Fatigue,Slight Injury
Sunday,68,Female,Secondary,Lorry,17,30,Clear,Daylight,Snow,Drunk Driving,Serious Injury
Monday,28,Male,Secondary,Bus,14,60,Cloudy,Twilight,Wet,Fatigue,Slight Injury
Friday,30,Male,Primary,Taxi,8,40,Fog,Twilight,Ice,Mechanical Failure,Slight Injury
Wednesday,27,Female,Tertiary,Motorcycle,17,80,Rain,Daylight,Snow,Distracted,Serious Injury
Wednesday,31,Female,Primary,Bus,2,70,Cloudy,Night,Wet,Weather,Serious Injury
Tuesday,35,Female,Primary,Taxi,9,80,Rain,Daylight,Wet,Mechanical Failure,Serious Injury
Thursday,68,Female,Tertiary,Automobile,16,70,Rain,Twilight,Dry,Fatigue,Serious Injury
Sunday,26,Female,Tertiary,Motorcycle,6,60,Cloudy,Night,Ice,Fatigue,Slight Injury
Saturday,56,Female,Illiterate,Taxi,14,80,Clear,Night,Dry,Distracted,Slight Injury
Wednesday,45,Male,Tertiary,Taxi,0,70,Fog,Night,Wet,Fatigue,Fatal Injury
Friday,20,Male,Secondary,Lorry,26,50,Rain,Daylight,Dry,Distracted,Slight Injury
Tuesday,37,Female,Tertiary,Bus,24,60,Fog,Night,Dry,Weather,Slight Injury
Tuesday,23,Male,Illiterate,Lorry,26,70,Rain,Night,Snow,Drunk Driving,Fatal Injury
Saturday,44,Female,Illiterate,Motorcycle,10,30,Cloudy,Night,Dry,Distracted,Slight Injury
Friday,19,Female,Illiterate,Taxi,16,70,Clear,Twilight,Wet,Distracted,Serious Injury
Thursday,46,Female,Tertiary,Lorry,4,80,Fog,Daylight,Dry,Mechanical Failure,Serious Injury
Friday,55,Female,Tertiary,Bus,6,50,Rain,Daylight,Ice,Fatigue,Slight Injury
Thursday,20,Male,Primary,Motorcycle,18,40,Cloudy,Twilight,Snow,Weather,Slight Injury
Friday,33,Female,Primary,Automobile,24,40,Cloudy,Night,Wet,Drunk Driving,Serious Injury
Friday,47,Male,Secondary,Lorry,23,70,Rain,Twilight,Dry,Overspeed,Serious Injury
Monday,57,Female,Primary,Motorcycle,28,40,Rain,Twilight,Ice,Distracted,Slight Injury
Tuesday,19,Female,Secondary,Automobile,14,70,Rain,Night,Wet,Overspeed,Fatal Injury
